run_id,label,n,ods,gap_var,first_half_ods
negctrl_offcore_000,NEGCTRL_OFFCORE,20,0.000000,0.000000,0.000000
negctrl_offcore_001,NEGCTRL_OFFCORE,20,0.000000,0.000000,0.000000
negctrl_offcore_002,NEGCTRL_OFFCORE,20,0.010526,0.132964,0.022222
negctrl_offcore_003,NEGCTRL_OFFCORE,20,0.000000,0.000000,0.000000
negctrl_offcore_004,NEGCTRL_OFFCORE,20,0.005263,0.094183,0.022222
negctrl_offcore_005,NEGCTRL_OFFCORE,20,0.005263,0.094183,0.022222
negctrl_offcore_006,NEGCTRL_OFFCORE,20,0.005263,0.094183,0.022222
negctrl_offcore_007,NEGCTRL_OFFCORE,20,0.026316,0.670360,0.111111
negctrl_offcore_008,NEGCTRL_OFFCORE,20,0.005263,0.049861,0.022222
negctrl_offcore_009,NEGCTRL_OFFCORE,20,0.005263,0.094183,0.022222
negctrl_offcore_010,NEGCTRL_OFFCORE,20,0.015789,0.193906,0.044444
negctrl_offcore_011,NEGCTRL_OFFCORE,20,0.000000,0.000000,0.000000
negctrl_offcore_012,NEGCTRL_OFFCORE,20,0.010526,0.132964,0.044444
negctrl_offcore_013,NEGCTRL_OFFCORE,20,0.010526,0.271468,0.044444
negctrl_offcore_014,NEGCTRL_OFFCORE,20,0.005263,0.049861,0.022222
negctrl_offcore_015,NEGCTRL_OFFCORE,20,0.015789,0.299169,0.066667
negctrl_offcore_016,NEGCTRL_OFFCORE,20,0.010526,0.132964,0.044444
negctrl_offcore_017,NEGCTRL_OFFCORE,20,0.010526,0.132964,0.022222
negctrl_offcore_018,NEGCTRL_OFFCORE,20,0.005263,0.094183,0.022222
negctrl_offcore_019,NEGCTRL_OFFCORE,20,0.010526,0.132964,0.022222
negctrl_offcore_020,NEGCTRL_OFFCORE,20,0.005263,0.094183,0.022222
negctrl_offcore_021,NEGCTRL_OFFCORE,20,0.005263,0.049861,0.022222
negctrl_offcore_022,NEGCTRL_OFFCORE,20,0.005263,0.049861,0.022222
negctrl_offcore_023,NEGCTRL_OFFCORE,20,0.010526,0.132964,0.022222
negctrl_offcore_024,NEGCTRL_OFFCORE,20,0.005263,0.049861,0.022222
negctrl_offcore_025,NEGCTRL_OFFCORE,20,0.000000,0.000000,0.000000
negctrl_offcore_026,NEGCTRL_OFFCORE,20,0.005263,0.049861,0.022222
negctrl_offcore_027,NEGCTRL_OFFCORE,20,0.005263,0.049861,0.022222
negctrl_offcore_028,NEGCTRL_OFFCORE,20,0.000000,0.000000,0.000000
negctrl_offcore_029,NEGCTRL_OFFCORE,20,0.005263,0.094183,0.022222
negctrl_offcore_030,NEGCTRL_OFFCORE,20,0.005263,0.049861,0.022222
negctrl_offcore_031,NEGCTRL_OFFCORE,20,0.005263,0.049861,0.022222
negctrl_offcore_032,NEGCTRL_OFFCORE,20,0.015789,0.193906,0.044444
negctrl_offcore_033,NEGCTRL_OFFCORE,20,0.000000,0.000000,0.000000
negctrl_offcore_034,NEGCTRL_OFFCORE,20,0.005263,0.049861,0.022222
negctrl_offcore_035,NEGCTRL_OFFCORE,20,0.005263,0.094183,0.022222
negctrl_offcore_036,NEGCTRL_OFFCORE,20,0.010526,0.132964,0.022222
negctrl_offcore_037,NEGCTRL_OFFCORE,20,0.010526,0.271468,0.044444
negctrl_offcore_038,NEGCTRL_OFFCORE,20,0.010526,0.271468,0.044444
negctrl_offcore_039,NEGCTRL_OFFCORE,20,0.005263,0.094183,0.022222
negctrl_offcore_040,NEGCTRL_OFFCORE,20,0.000000,0.000000,0.000000
negctrl_offcore_041,NEGCTRL_OFFCORE,20,0.000000,0.000000,0.000000
negctrl_offcore_042,NEGCTRL_OFFCORE,20,0.005263,0.049861,0.022222
negctrl_offcore_043,NEGCTRL_OFFCORE,20,0.005263,0.049861,0.022222
negctrl_offcore_044,NEGCTRL_OFFCORE,20,0.000000,0.000000,0.000000
negctrl_offcore_045,NEGCTRL_OFFCORE,20,0.005263,0.049861,0.022222
negctrl_offcore_046,NEGCTRL_OFFCORE,20,0.000000,0.000000,0.000000
negctrl_offcore_047,NEGCTRL_OFFCORE,20,0.000000,0.000000,0.000000
negctrl_offcore_048,NEGCTRL_OFFCORE,20,0.005263,0.049861,0.022222
negctrl_offcore_049,NEGCTRL_OFFCORE,20,0.005263,0.094183,0.022222
negctrl_offcore_050,NEGCTRL_OFFCORE,20,0.005263,0.049861,0.022222
negctrl_offcore_051,NEGCTRL_OFFCORE,20,0.005263,0.049861,0.022222
negctrl_offcore_052,NEGCTRL_OFFCORE,20,0.000000,0.000000,0.000000
negctrl_offcore_053,NEGCTRL_OFFCORE,20,0.010526,0.132964,0.044444
negctrl_offcore_054,NEGCTRL_OFFCORE,20,0.000000,0.000000,0.000000
negctrl_offcore_055,NEGCTRL_OFFCORE,20,0.010526,0.132964,0.044444
negctrl_offcore_056,NEGCTRL_OFFCORE,20,0.010526,0.166205,0.022222
negctrl_offcore_057,NEGCTRL_OFFCORE,20,0.015789,0.404432,0.066667
negctrl_offcore_058,NEGCTRL_OFFCORE,20,0.021053,0.337950,0.066667
negctrl_offcore_059,NEGCTRL_OFFCORE,20,0.000000,0.000000,0.000000
negctrl_offcore_060,NEGCTRL_OFFCORE,20,0.015789,0.321330,0.044444
negctrl_offcore_061,NEGCTRL_OFFCORE,20,0.010526,0.271468,0.044444
negctrl_offcore_062,NEGCTRL_OFFCORE,20,0.015789,0.193906,0.044444
