run_id,label,n,ods,gap_var,first_half_ods
baseline_000,BASELINE,20,0.010526,0.166205,0.044444
baseline_001,BASELINE,20,0.015789,0.299169,0.044444
baseline_002,BASELINE,20,0.005263,0.049861,0.022222
baseline_003,BASELINE,20,0.000000,0.000000,0.000000
baseline_004,BASELINE,20,0.015789,0.166205,0.044444
baseline_005,BASELINE,20,0.000000,0.000000,0.000000
baseline_006,BASELINE,20,0.005263,0.049861,0.022222
baseline_007,BASELINE,20,0.005263,0.049861,0.022222
baseline_008,BASELINE,20,0.000000,0.000000,0.000000
baseline_009,BASELINE,20,0.015789,0.193906,0.066667
baseline_010,BASELINE,20,0.005263,0.094183,0.022222
baseline_011,BASELINE,20,0.005263,0.049861,0.022222
baseline_012,BASELINE,20,0.000000,0.000000,0.000000
baseline_013,BASELINE,20,0.010526,0.132964,0.044444
baseline_014,BASELINE,20,0.005263,0.049861,0.022222
baseline_015,BASELINE,20,0.005263,0.049861,0.022222
baseline_016,BASELINE,20,0.005263,0.049861,0.022222
baseline_017,BASELINE,20,0.005263,0.094183,0.022222
baseline_018,BASELINE,20,0.021053,0.337950,0.066667
baseline_019,BASELINE,20,0.000000,0.000000,0.000000
baseline_020,BASELINE,20,0.000000,0.000000,0.000000
baseline_021,BASELINE,20,0.005263,0.049861,0.022222
baseline_022,BASELINE,20,0.010526,0.132964,0.044444
baseline_023,BASELINE,20,0.005263,0.049861,0.022222
baseline_024,BASELINE,20,0.026316,0.459834,0.066667
baseline_025,BASELINE,20,0.000000,0.000000,0.000000
baseline_026,BASELINE,20,0.026316,0.454294,0.022222
baseline_027,BASELINE,20,0.000000,0.000000,0.000000
baseline_028,BASELINE,20,0.021053,0.337950,0.044444
baseline_029,BASELINE,20,0.005263,0.049861,0.022222
baseline_030,BASELINE,20,0.010526,0.132964,0.022222
baseline_031,BASELINE,20,0.010526,0.132964,0.022222
baseline_032,BASELINE,20,0.000000,0.000000,0.000000
baseline_033,BASELINE,20,0.000000,0.000000,0.000000
baseline_034,BASELINE,20,0.005263,0.094183,0.022222
baseline_035,BASELINE,20,0.015789,0.299169,0.066667
baseline_036,BASELINE,20,0.021053,0.232687,0.044444
baseline_037,BASELINE,20,0.000000,0.000000,0.000000
baseline_038,BASELINE,20,0.010526,0.132964,0.022222
baseline_039,BASELINE,20,0.005263,0.049861,0.022222
baseline_040,BASELINE,20,0.010526,0.166205,0.022222
baseline_041,BASELINE,20,0.015789,0.193906,0.044444
baseline_042,BASELINE,20,0.010526,0.132964,0.044444
baseline_043,BASELINE,20,0.015789,0.426593,0.044444
baseline_044,BASELINE,20,0.000000,0.000000,0.000000
baseline_045,BASELINE,20,0.010526,0.132964,0.044444
baseline_046,BASELINE,20,0.000000,0.000000,0.000000
baseline_047,BASELINE,20,0.031579,0.559557,0.088889
baseline_048,BASELINE,20,0.010526,0.271468,0.044444
baseline_049,BASELINE,20,0.010526,0.271468,0.044444
attack_000,ATTACK,20,0.010526,0.166205,0.022222
attack_001,ATTACK,20,0.031579,0.249307,0.066667
attack_002,ATTACK,20,0.015789,0.193906,0.022222
attack_003,ATTACK,20,0.010526,0.132964,0.022222
attack_004,ATTACK,20,0.010526,0.166205,0.022222
attack_005,ATTACK,20,0.021053,0.337950,0.044444
attack_006,ATTACK,20,0.010526,0.132964,0.022222
attack_007,ATTACK,20,0.010526,0.132964,0.044444
attack_008,ATTACK,20,0.005263,0.094183,0.000000
attack_009,ATTACK,20,0.015789,0.166205,0.044444
attack_010,ATTACK,20,0.026316,0.243767,0.066667
attack_011,ATTACK,20,0.026316,0.565097,0.044444
attack_012,ATTACK,20,0.026316,0.249307,0.066667
attack_013,ATTACK,20,0.010526,0.132964,0.022222
attack_014,ATTACK,20,0.005263,0.094183,0.000000
attack_015,ATTACK,20,0.010526,0.166205,0.022222
attack_016,ATTACK,20,0.021053,0.337950,0.066667
attack_017,ATTACK,20,0.021053,0.559557,0.000000
attack_018,ATTACK,20,0.021053,0.349030,0.022222
attack_019,ATTACK,20,0.026316,0.249307,0.066667
attack_020,ATTACK,20,0.010526,0.132964,0.022222
attack_021,ATTACK,20,0.015789,0.166205,0.044444
attack_022,ATTACK,20,0.015789,0.299169,0.044444
attack_023,ATTACK,20,0.010526,0.132964,0.022222
attack_024,ATTACK,20,0.021053,0.337950,0.044444
attack_025,ATTACK,20,0.015789,0.193906,0.022222
attack_026,ATTACK,20,0.021053,0.349030,0.022222
attack_027,ATTACK,20,0.005263,0.049861,0.022222
attack_028,ATTACK,20,0.021053,0.232687,0.044444
attack_029,ATTACK,20,0.021053,0.349030,0.022222
attack_030,ATTACK,20,0.000000,0.000000,0.000000
attack_031,ATTACK,20,0.026316,0.354571,0.066667
attack_032,ATTACK,20,0.010526,0.132964,0.022222
attack_033,ATTACK,20,0.010526,0.166205,0.044444
attack_034,ATTACK,20,0.005263,0.094183,0.000000
attack_035,ATTACK,20,0.010526,0.166205,0.044444
attack_036,ATTACK,20,0.021053,0.443213,0.066667
attack_037,ATTACK,20,0.031579,0.337950,0.066667
attack_038,ATTACK,20,0.015789,0.299169,0.044444
attack_039,ATTACK,20,0.021053,0.443213,0.066667
attack_040,ATTACK,20,0.015789,0.321330,0.022222
attack_041,ATTACK,20,0.010526,0.132964,0.022222
attack_042,ATTACK,20,0.005263,0.094183,0.000000
attack_043,ATTACK,20,0.015789,0.299169,0.066667
attack_044,ATTACK,20,0.026316,0.459834,0.066667
attack_045,ATTACK,20,0.015789,0.299169,0.022222
attack_046,ATTACK,20,0.010526,0.132964,0.022222
attack_047,ATTACK,20,0.021053,0.232687,0.066667
attack_048,ATTACK,20,0.010526,0.132964,0.022222
attack_049,ATTACK,20,0.010526,0.132964,0.000000
